Date,Close/Last,Volume,Open,High,Low
02/09/2022,$248.75,710654,$242.54,$249.43,$242.54
02/08/2022,$240.49,750074,$245.65,$245.72,$239.73
02/07/2022,$244.37,597345,$246.96,$249.505,$244.06
02/04/2022,$247.30,641665,$248.79,$250.81,$245.04
02/03/2022,$250.21,696117,$248.66,$253.09,$245.21
02/02/2022,$251.63,983977,$244.53,$252.76,$243.95
02/01/2022,$244.48,590580,$244.22,$245.51,$241.93
01/31/2022,$244.23,1193684,$242.335,$244.8913,$240.25
01/28/2022,$243.36,853693,$237.26,$243.77,$234.01
01/27/2022,$237.21,971388,$242.51,$244.21,$237.15
01/26/2022,$240.50,699806,$241.51,$246.69,$238.63
01/25/2022,$241.50,1126927,$237.57,$242.38,$233.94
01/24/2022,$240.39,805746,$240.00,$241.46,$232.56
01/21/2022,$242.00,671872,$244.94,$245.91,$240.61
01/20/2022,$243.37,830350,$245.95,$248.60,$242.94
01/19/2022,$245.97,715336,$248.94,$250.05,$245.74
01/18/2022,$247.98,810449,$249.38,$249.40,$244.31
01/14/2022,$248.68,637321,$250.81,$250.81,$245.89
01/13/2022,$251.07,426318,$250.93,$253.00,$250.48
01/12/2022,$250.72,455062,$249.26,$251.33,$248.71
01/11/2022,$249.21,504193,$248.86,$250.12,$245.29
01/10/2022,$248.64,734118,$248.50,$250.15,$246.39
01/07/2022,$248.87,612661,$250.70,$251.28,$248.61
01/06/2022,$251.93,623190,$251.99,$253.745,$250.08
01/05/2022,$251.15,826747,$254.57,$255.36,$250.51
01/04/2022,$255.12,651432,$253.07,$257.52,$253.07
01/03/2022,$252.62,626254,$255.91,$255.91,$248.72
12/31/2021,$252.59,452415,$251.42,$254.61,$251.42
12/30/2021,$251.26,563993,$251.00,$252.58,$249.8748
12/29/2021,$252.55,393842,$251.14,$253.4499,$248.56
12/28/2021,$250.41,384526,$249.12,$251.42,$248.915
12/27/2021,$249.70,396846,$246.63,$249.89,$245.0857
12/23/2021,$245.77,404496,$247.51,$248.26,$244.63
12/22/2021,$247.18,319923,$244.92,$247.91,$244.865
12/21/2021,$245.17,557250,$242.89,$247.22,$242.55
12/20/2021,$241.55,807225,$242.40,$244.695,$240.06
12/17/2021,$244.53,1547921,$246.00,$248.49,$243.93
12/16/2021,$245.91,1085975,$249.05,$250.23,$244.18
12/15/2021,$248.90,894069,$245.27,$249.79,$244.8219
12/14/2021,$244.24,700407,$247.92,$248.42,$242.36
12/13/2021,$248.07,606264,$244.82,$249.38,$243.31
12/10/2021,$244.87,711120,$246.06,$246.06,$242.80
12/09/2021,$242.52,625875,$244.81,$245.53,$242.23
12/08/2021,$245.46,1022026,$241.41,$246.66,$240.55
12/07/2021,$241.23,1655077,$241.25,$243.80,$237.715
12/06/2021,$240.86,569711,$240.64,$244.79,$240.05
12/03/2021,$237.96,772824,$239.14,$239.68,$235.72
12/02/2021,$238.42,1077483,$231.83,$239.19,$230.74
12/01/2021,$230.10,1386171,$241.26,$241.26,$230.00
11/30/2021,$238.87,1285777,$239.63,$241.71,$238.19
11/29/2021,$240.78,1087021,$241.60,$243.39,$239.2955
11/26/2021,$239.39,395465,$243.13,$244.05,$237.8943
11/24/2021,$246.86,323735,$242.47,$247.45,$242.27
11/23/2021,$242.73,795825,$239.16,$243.595,$237.33
